name,last_modified,isVersionOf
Centre d'Histoire Judiciaire,2024-06-20,https://ror.org/00g32ep81
Laboratoire de Mathématiques et de leurs Applications,2024-06-20,https://ror.org/00g669j87
Maison de la Recherche en Sciences Humaines,2024-06-20,https://ror.org/00g7vvf64
Ministère de la Transition écologique et de la Cohésion des territoires,2024-06-20,https://ror.org/00g8rx069
Centre d'études Européennes de Sciences Po,2024-06-20,https://ror.org/00gd2w119
Parcours santé systémique,2024-06-20,https://ror.org/00gd5av19
Laboratoire Méthodes Formelles,2024-06-20,https://ror.org/00gdtta79
Méthodes et Histoire de l'architecture,2024-06-20,https://ror.org/00genbz89
Institut de Chimie et Biochimie Moléculaires et Supramoléculaires,2024-06-20,https://ror.org/00gj33s30
"Laboratoire écologie, évolution, interactions des systèmes amazoniens",2024-06-20,https://ror.org/00gj7r351
Centre d'études internationales et européennes,2024-06-20,https://ror.org/00gm7ct78
"Instituto de Investigaciones en Desarrollo Urbano, Tecnología y Vivienda",2024-06-20,https://ror.org/00gngwf81
Centre Informatique National de l'Enseignement Supérieur,2024-06-20,https://ror.org/00gnrwz95
Centre Île-de-France - Jouy-en-Josas - Antony,2024-06-20,https://ror.org/00gtg0p11
Institut des Sciences et Techniques de l'Antiquité,2024-06-20,https://ror.org/00gy9rx06
École Nationale Supérieure des Sciences Agronomiques de Bordeaux-Aquitaine,2024-06-20,https://ror.org/00har9915
Laboratoire Bourguignon des Matériaux et Procédés,2024-06-20,https://ror.org/00hbc1k35
European Astronaut Centre,2024-06-20,https://ror.org/00hdhxd58
"Fédération française Matériaux sous hautes vitesses de déformation. Application aux matériaux en conditions extrêmes, Procédés et structures",2024-06-20,https://ror.org/00hgbrg14
Atmospheric Chemistry Observations & Modeling,2024-06-20,https://ror.org/00hhjz250
Georgetown University Medical Center,2024-06-20,https://ror.org/00hjz7x27
École Normale Supérieure Paris-Saclay,2024-06-20,https://ror.org/00hx6zz33
Délégation Paris Michel-Ange,2024-06-20,https://ror.org/00hy22508
Adiposité Médullaire et Os,2024-06-20,https://ror.org/00hz02a80
Centre Européen de Résonance Magnétique Nucléaire A Très Hauts Champs,2024-06-20,https://ror.org/00j29pk38
Quang Nam University,2024-06-20,https://ror.org/00j4fc191
Institut thématique Bases moléculaires et structurales du vivant,2024-06-20,https://ror.org/00j5dj575
Centre Interlangues,2024-06-20,https://ror.org/00j5eb891
Universidad del Valle,2024-06-20,https://ror.org/00jb9vg53
National Academy of Sciences of Ukraine,2024-06-20,https://ror.org/00je4t102
Police Staff College,2024-06-20,https://ror.org/00je5w718
Centre de Recherche et de Documentation sur l'Océanie (CREDO),2024-06-20,https://ror.org/00jj62164
Atomic Energy and Alternative Energies Commission,2024-06-20,https://ror.org/00jjx8s55
University of Providence,2024-06-20,https://ror.org/00jsr1632
Electrophysiology and Heart Modeling Institute,2024-06-20,https://ror.org/00jsv7j98
Structural and Molecular Basis of Infectious Systems,2024-06-20,https://ror.org/00jv0wy06
Institute for Translational Medicine and Liver Disease,2024-06-20,https://ror.org/00jvqbw52
Laboratoire Physiologie Cellulaire & Végétale,2024-06-20,https://ror.org/00jxe7243
United States Department of Homeland Security,2024-06-20,https://ror.org/00jyr0d86
Université catholique de l'ouest,2024-06-20,https://ror.org/00jzv1t04
Centre de recherche Droit et territoire,2024-06-20,https://ror.org/00k2m1311
"Laboratoire des Sciences de l'Ingénieur, de l'Informatique et de l'Imagerie",2024-06-20,https://ror.org/00k4e5n71
"Écologie, Systématique et Évolution",2024-06-20,https://ror.org/00kk89y84
European Space Astronomy Centre,2024-06-20,https://ror.org/00kw1sm04
Maison Européenne des Sciences de l'Homme et de la Société,2024-06-20,https://ror.org/00m090414
Image and Pervasive Access Laboratory,2024-06-20,https://ror.org/00m3mb357
"Arènes: politique, santé publique, environnement, médias",2024-06-20,https://ror.org/00m4rxj18
"Matériaux Divisés, Interfaces, Réactivité, Electrochimie",2024-06-20,https://ror.org/00m587853
Science et Ingénierie des Matériaux et Procédés,2024-06-20,https://ror.org/00m7zca23
Pathogens Host Arthropod Vectors Interfaces,2024-06-20,https://ror.org/00m9qza88
Université d'Avignon et des Pays de Vaucluse,2024-06-20,https://ror.org/00mfpxb84
Physiologie Environnement et Génétique pour l'Animal et les Systèmes d'Elevage,2024-06-20,https://ror.org/00mg8nf58
Laboratoire Paragraphe,2024-06-20,https://ror.org/00mgd1d10
Agroécologie,2024-06-20,https://ror.org/00mkad321
Centre d’histoire de Sciences Po,2024-06-20,https://ror.org/00mpxgs49
Fédération de Chimie et Matériaux de Paris-Centre,2024-06-20,https://ror.org/00mqc8k54
Santa Casa de Montes Claros - Irmandade Nossa Senhora das Mercês,2024-06-20,https://ror.org/00mrcf172
Centre Hospitalier Universitaire de Montpellier,2024-06-20,https://ror.org/00mthsf17
Institut de Recherche en Informatique et Systèmes Aléatoires,2024-06-20,https://ror.org/00myn0z94
ABSys,2024-06-20,https://ror.org/00n2c0309
Centre Inria de l'Université Grenoble Alpes,2024-06-20,https://ror.org/00n8d6z93
Institut Toulousain des Maladies Infectieuses et Inflammatoires,2024-06-20,https://ror.org/00n90tt57
University of French Guiana,2024-06-20,https://ror.org/00nb39k71
"Lieux, Identités, eSpaces, Activités",2024-06-20,https://ror.org/00nbhg292
Institut des Sciences de la Mécanique et Applications Industrielles,2024-06-20,https://ror.org/00nbx9b54
BioSpectroscopie Translationnelle,2024-06-20,https://ror.org/00nc5fj04
Clermont Recherche Management,2024-06-20,https://ror.org/00nf46858
Structures Formelles du Langage,2024-06-20,https://ror.org/00nrven85
Laboratoire de Biochimie Théorique,2024-06-20,https://ror.org/00nvjgv40
Baden State Library,2024-06-20,https://ror.org/00nxdn656
Sydney College of Divinity,2024-06-20,https://ror.org/00p6her27
Résistance Induite et Bioprotection des Plantes,2024-06-20,https://ror.org/00p7v1s94
Communauté urbaine de Lyon,2024-06-20,https://ror.org/00pbrnp49
Laboratoire de Biologie Computationnelle et Quantitative,2024-06-20,https://ror.org/00pcqj134
Centre de Recherche en Neurosciences de Lyon,2024-06-20,https://ror.org/00pdd0432
Assistance Publique – Hôpitaux de Paris,2024-06-20,https://ror.org/00pg5jh14
Université de Strasbourg,2024-06-20,https://ror.org/00pg6eq24
Département Alimentation Humaine,2024-06-20,https://ror.org/00pgyqh43
Equipe de recherche Louis Josserand,2024-06-20,https://ror.org/00pmdbw58
"Centre de recherche sur l’éducation, les apprentissages et la didactique",2024-06-20,https://ror.org/00psw8792
Duke University,2024-06-20,https://ror.org/00py81415
GESTE - Gestion Territoriale de l'Eau et de l'Environnement,2024-06-20,https://ror.org/00pz29t13
Collecte Localisation Satellites (France),2024-06-20,https://ror.org/00q7mnz48
Institut Pierre-Gilles de Gennes pour la Microfluidique,2024-06-20,https://ror.org/00q8h6763
TBM-Core,2024-06-20,https://ror.org/00qe5nz43
Université Paul-Valéry Montpellier,2024-06-20,https://ror.org/00qhdy563
RESTORE,2024-06-20,https://ror.org/00qhm9960
Centre de Mise en Forme des Matériaux,2024-06-20,https://ror.org/00qm1ye08
"Institut thématique Immunologie, inflammation, infectiologie et microbiologie",2024-06-20,https://ror.org/00r454w59
"Littoral, Environnement et Sociétés",2024-06-20,https://ror.org/00r8amq78
Institut des Sciences Moléculaires,2024-06-20,https://ror.org/00r8jkk54
Maison des Sciences de l'Homme Lyon St-Étienne,2024-06-20,https://ror.org/00rawf147
Laboratoire Interdisciplinaire des Sciences du Numérique,2024-06-20,https://ror.org/00rd81916
"Groupe de Recherche en Droit, Économie, Gestion",2024-06-20,https://ror.org/00rfccx09
"Epigenetics, Data, Politics",2024-06-20,https://ror.org/00rg8bd79
Laboratoire de Chémo-biologie synthétique et thérapeutique,2024-06-20,https://ror.org/00rh71z37
Laboratoire d'études rurales,2024-06-20,https://ror.org/00rj8cd91
The Ohio State University,2024-06-20,https://ror.org/00rs6vg23
Laboratory of Pathogens and Host Immunity,2024-06-20,https://ror.org/00rt27171
"Laboratoire des Sciences pour la Conception, l'Optimisation et la Production",2024-06-20,https://ror.org/00rv5x925
Center for Environmental Economics - Montpellier,2024-06-20,https://ror.org/00rwjvc96
Centre universitaire de recherches sur l'Action Publique et le Politique Épistémologie & Sciences Sociales,2024-06-20,https://ror.org/00rxdng69
Institut des Sciences Biologiques,2024-06-20,https://ror.org/00rydyx93
CNRS Ingénierie,2024-06-20,https://ror.org/00s19x989
Cooperative Internationale de Recherche et d’Action en matière de Communication,2024-06-20,https://ror.org/00s3ahr75
Passages,2024-06-20,https://ror.org/00s40r567
Institut catholique de toulouse,2024-06-20,https://ror.org/00s4cve39
Hôpital de la Conception,2024-06-20,https://ror.org/00s7v8q53
Centre d'Etudes Biologiques de Chizé,2024-06-20,https://ror.org/00s8hq550
University of Sulaimani,2024-06-20,https://ror.org/00saanr69
Institut de Chimie de Strasbourg,2024-06-20,https://ror.org/00se7bf12
Laboratoire des signaux et systèmes,2024-06-20,https://ror.org/00skw9v43
Laboratoire Caribéen de Sciences Sociales,2024-06-20,https://ror.org/00srrcb42
AMURE - Centre de droit et d'économie de la mer,2024-06-20,https://ror.org/00ss0a232
Laboratoire d’Astrophysique de Marseille,2024-06-20,https://ror.org/00ssy9q55
Bilad Alrafidain University College,2024-06-20,https://ror.org/00sw6rd76
NSWC Port Hueneme Division,2024-06-20,https://ror.org/00sxf8635
TRANSFORM,2024-06-20,https://ror.org/00sxj6k90
"Laboratoire d'Informatique, de Modélisation et d'Optimisation des Systèmes",2024-06-20,https://ror.org/00t3fpp34
Marathwada Mitra Mandal's College of Pharmacy,2024-06-20,https://ror.org/00t46pq88
University of Belgrade - Faculty of Architecture,2024-06-20,https://ror.org/00t6d2469
UCSD-CNRS Joint Research Chemistry Laboratory,2024-06-20,https://ror.org/00t7axd27
Centre de Recherche Épidémiologie et Statistique,2024-06-20,https://ror.org/00t9egj41
Sport et environnement social,2024-06-20,https://ror.org/00t9pwh21
Institut de Radioastronomie Millimétrique,2024-06-20,https://ror.org/00t9y0z13
Centre Nouvelle Aquitaine-Bordeaux,2024-06-20,https://ror.org/00tebkv94
Laboratoire de Vectorologie et Thérapeutiques Anticancéreuses,2024-06-20,https://ror.org/00tepxj95
Musée Curie,2024-06-20,https://ror.org/00tf8ca96
Hôpital Salvator,2024-06-20,https://ror.org/00th3sv06
Laboratoire d’Informatique Signal et Image de la Côte d’Opale,2024-06-20,https://ror.org/00tm1qp20
Montpellier GenomiX,2024-06-20,https://ror.org/00ts9pr54
Centre International de Recherche sur le Cancer,2024-06-20,https://ror.org/00v452281
Laboratoire de Géographie et d'Aménagement de Montpellier,2024-06-20,https://ror.org/00vazrw17
Centre d'Analyse et de Mathématique Sociales,2024-06-20,https://ror.org/00vb8fc53
"Théorie Économique, Modélisation et Applications",2024-06-20,https://ror.org/00vctdx48
Leonardo (France),2024-06-20,https://ror.org/00vfjqp82
Santé et Agroécologie du Vignoble,2024-06-20,https://ror.org/00vfxg105
Banner MD Anderson Cancer Center at Banner McKee Medical Center,2024-06-20,https://ror.org/00vgp1308
Géosciences Rennes,2024-06-20,https://ror.org/00vn0zc62
Unité de Recherche Agrosystèmes tropicaux,2024-06-20,https://ror.org/00vxck708
Théologie catholique et sciences religieuses,2024-06-20,https://ror.org/00w0bpf20
Institut de Neurophysiopathologie,2024-06-20,https://ror.org/00w2q5j98
European Centre for Space Applications and Telecommunications,2024-06-20,https://ror.org/00w3swb66
Laboratoire de Physique de l'ENS de Lyon,2024-06-20,https://ror.org/00w5ay796
Laboratoire de Physique Théorique et Modèles Statistiques,2024-06-20,https://ror.org/00w67e447
University of Belgrade – Faculty of Biology,2024-06-20,https://ror.org/00wb5fq03
Centre Paul Albert-Février,2024-06-20,https://ror.org/00wcvf151
John Adams Institute for Accelerator Science,2024-06-20,https://ror.org/00wgpgb78
Université Montpellier 2,2024-06-20,https://ror.org/00wh4bp03
École nationale d'administration,2024-06-20,https://ror.org/00wnzj089
Institut de Mécanique et d'Ingénierie,2024-06-20,https://ror.org/00wrnm709
Laboratoire Analyse et Modélisation pour la Biologie et l'Environnement,2024-06-20,https://ror.org/00wwxk695
Maison des Sciences de l'Homme Mondes,2024-06-20,https://ror.org/00wx1mx58
Center for Mathematical Modeling,2024-06-20,https://ror.org/00wz2vk41
Institut des Textes et Manuscrits Modernes,2024-06-20,https://ror.org/00x1d4q78
Centre de Recherche Jean Pierre Aubert,2024-06-20,https://ror.org/00x76wb44
Génomique Métabolique du Genoscope,2024-06-20,https://ror.org/00xc55v17
Laboratoire Mécanique des Solides,2024-06-20,https://ror.org/00xd1ek73
Dynamique Musculaire et Métabolisme,2024-06-20,https://ror.org/00xffm983
NHS England,2024-06-20,https://ror.org/00xm3h672
Institut de Science et d'Ingénierie Supramoléculaires,2024-06-20,https://ror.org/00xts7d02
Institut Parisien de Chimie Physique et Théorique,2024-06-20,https://ror.org/00xwwwr97
Bordeaux Population Health,2024-06-20,https://ror.org/00xzzba89
"University of Education, Winneba",2024-06-20,https://ror.org/00y1ekh28
Laboratoire Universitaire Histoire Cultures Italie Europe,2024-06-20,https://ror.org/00y523k32
Conseil international des monuments et des sites,2024-06-20,https://ror.org/00y86zy26
Laboratoire d'Astrophysique de Bordeaux,2024-06-20,https://ror.org/00yee3n23
Organisation Mondiale de la Santé Animale,2024-06-20,https://ror.org/00yh00476
Forum international des transports,2024-06-20,https://ror.org/00ynyay20
Institut de Cancérologie de Lorraine,2024-06-20,https://ror.org/00yphhr71
École Nationale Supérieure de Céramique Industrielle,2024-06-20,https://ror.org/00ysecr35
"Département Écologie des Forêts, Prairies et Milieux Aquatiques",2024-06-20,https://ror.org/00yv4p972
"Fédération Hospitalo-Universitaire, Paris Center for Microbiome Medicine",2024-06-20,https://ror.org/00yyw0g86
Institut supérieur des arts de Toulouse,2024-06-20,https://ror.org/00yzbmy59
Laboratoire de Médiévistique Occidentale de Paris,2024-06-20,https://ror.org/00z0af360
Institut de Physique,2024-06-20,https://ror.org/00z54nq84
Observatoire Oceanologique de Banyuls sur Mer,2024-06-20,https://ror.org/00z8th821
Centre de Nanosciences et de Nanotechnologies,2024-06-20,https://ror.org/00zay3w86
"Cognition, Santé, Société",2024-06-20,https://ror.org/00zfr6d18
Centre INRAE Grand-Est - Colmar,2024-06-20,https://ror.org/00zg31r41
Procédés Alimentaires et Microbiologiques,2024-06-20,https://ror.org/00zgas264
Ministry of Agrarian Policy and Food,2024-06-20,https://ror.org/00zh20c98
